gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	EC-cells SCG2	M-X-cells MLN,GHRL	G-K-cells GAST,GIP	Enterocytes	Paneth cells	EC-cells CHGA,REG4	Stem cells	L-cells NTS	L-cells PYY or D-cells SST	L-cells	D-cells SST	EC-cells TPH1,REG4
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS028ACED72	0.0	0.0	0.0	0.003	0.006	0.034	0.017	0.008	0.006	0.0	0.007	0.103
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0107C51C6	0.0	0.0	0.0	0.003	0.006	0.034	0.017	0.008	0.006	0.0	0.007	0.103
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0C623F17A	0.0	0.0	0.0	0.003	0.006	0.034	0.017	0.008	0.006	0.0	0.007	0.103
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0569B9B91	0.0	0.0	0.0	0.003	0.006	0.034	0.017	0.008	0.006	0.0	0.007	0.103
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS0DF85303A	0.0	0.0	0.0	0.003	0.006	0.034	0.017	0.008	0.006	0.0	0.007	0.103
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS01A4D7E2F	0.0	0.0	0.0	0.003	0.006	0.034	0.017	0.008	0.006	0.0	0.007	0.103
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS0921BB754	0.0	0.0	0.0	0.003	0.006	0.034	0.017	0.008	0.006	0.0	0.007	0.103
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS01319F57A	0.0	0.0	0.0	0.003	0.006	0.034	0.017	0.008	0.006	0.0	0.007	0.103
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS08A043594	0.0	0.0	0.0	0.003	0.006	0.034	0.017	0.008	0.006	0.0	0.007	0.103
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS02957B1BF	0.0	0.0	0.0	0.003	0.006	0.034	0.017	0.008	0.006	0.0	0.007	0.103
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2A	CPI-CS0D9226707	0.0	0.0	0.0	0.003	0.006	0.034	0.017	0.008	0.006	0.0	0.007	0.103
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS08A853007	0.0	0.0	0.0	0.003	0.006	0.034	0.007	0.008	0.006	0.0	0.007	0.073
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS0BEC40E19	0.0	0.0	0.0	0.003	0.006	0.034	0.007	0.008	0.006	0.0	0.007	0.073
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS0C0D60519	0.0	0.0	0.0	0.003	0.006	0.034	0.007	0.008	0.006	0.0	0.007	0.073
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS03DF8BD36	0.0	0.0	0.0	0.003	0.006	0.034	0.007	0.008	0.006	0.0	0.007	0.073
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS058910188	0.0	0.0	0.0	0.003	0.006	0.034	0.007	0.008	0.006	0.0	0.007	0.073
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS0E997FABD	0.0	0.0	0.0	0.003	0.006	0.034	0.007	0.008	0.006	0.0	0.007	0.073
BMPR1B	O00238	True	BMR1B_HUMAN	BMR1B_AVR2B	CPI-CS027F8BD7E	0.0	0.0	0.0	0.003	0.006	0.034	0.007	0.008	0.006	0.0	0.007	0.073
CD8A	P01732	True	CD8A_HUMAN	CD8 receptor	CPI-CS0A66DB1CA	0.0	0.0	0.013	0.0	0.0	0.0	0.003	0.011	0.0	0.002	0.0	0.0
CD8B	P10966	True	CD8B_HUMAN	CD8 receptor	CPI-CS0A66DB1CA	0.0	0.0	0.013	0.0	0.0	0.0	0.003	0.011	0.0	0.002	0.0	0.0
KLRD1	Q13241	True	KLRD1_HUMAN	CD94:NKG2A	CPI-CS0715DE78D	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.004	0.002	0.0	0.0
KLRD1	Q13241	True	KLRD1_HUMAN	CD94:NKG2C	CPI-CS05AB368CE	0.024	0.006	0.0	0.0	0.0	0.052	0.003	0.008	0.025	0.009	0.0	0.004
KLRD1	Q13241	True	KLRD1_HUMAN	CD94:NKG2E	CPI-CS0023FA839	0.035	0.006	0.0	0.0	0.0	0.0	0.0	0.008	0.017	0.009	0.0	0.004
KLRC1	P26715	True	NKG2A_HUMAN	CD94:NKG2A	CPI-CS0715DE78D	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.004	0.002	0.0	0.0
KLRC2	P26717	True	NKG2C_HUMAN	CD94:NKG2C	CPI-CS05AB368CE	0.024	0.006	0.0	0.0	0.0	0.052	0.003	0.008	0.025	0.009	0.0	0.004
KLRC3	Q07444	True	NKG2E_HUMAN	CD94:NKG2E	CPI-CS0023FA839	0.035	0.006	0.0	0.0	0.0	0.0	0.0	0.008	0.017	0.009	0.0	0.004
FLT1	P17948	True	VGFR1_HUMAN	FLT1 complex	CPI-CS067298D94	0.012	0.006	0.026	0.009	0.0	0.017	0.013	0.0	0.01	0.0	0.0	0.0
FLT1	P17948	True	VGFR1_HUMAN	FLT1 complex	CPI-CS073D36B1D	0.012	0.006	0.026	0.009	0.0	0.017	0.013	0.0	0.01	0.0	0.0	0.0
FLT1	P17948	True	VGFR1_HUMAN	FLT1 complex	CPI-CS077F1340A	0.012	0.006	0.026	0.009	0.0	0.017	0.013	0.0	0.01	0.0	0.0	0.0
KDR	P35968	True	VGFR2_HUMAN	FLT1 complex	CPI-CS067298D94	0.012	0.006	0.026	0.009	0.0	0.017	0.013	0.0	0.01	0.0	0.0	0.0
KDR	P35968	True	VGFR2_HUMAN	FLT1 complex	CPI-CS073D36B1D	0.012	0.006	0.026	0.009	0.0	0.017	0.013	0.0	0.01	0.0	0.0	0.0
KDR	P35968	True	VGFR2_HUMAN	FLT1 complex	CPI-CS077F1340A	0.012	0.006	0.026	0.009	0.0	0.017	0.013	0.0	0.01	0.0	0.0	0.0
KDR	P35968	True	VGFR2_HUMAN	PlexinA1_complex1	CPI-CS0C57A3081	0.012	0.006	0.026	0.009	0.0	0.017	0.013	0.0	0.01	0.0	0.0	0.0
B2M	P61769	True	B2MG_HUMAN	FcRn complex	CPI-CS0C9EE65C2	1.971	1.624	3.093	0.193	0.515	0.94	0.167	1.015	1.087	1.008	1.167	1.385
FCGRT	P55899	True	FCGRN_HUMAN	FcRn complex	CPI-CS0C9EE65C2	1.971	1.624	3.093	0.193	0.515	0.94	0.167	1.015	1.087	1.008	1.167	1.385
IL1R1	P14778	True	IL1R1_HUMAN	IL1 receptor	CPI-CS06072FF4E	0.018	0.006	0.053	0.006	0.023	0.034	0.017	0.03	0.015	0.002	0.0	0.017
IL1R1	P14778	True	IL1R1_HUMAN	IL1 receptor	CPI-CS05426BFFA	0.018	0.006	0.053	0.006	0.023	0.034	0.017	0.03	0.015	0.002	0.0	0.017
IL1R1	P14778	True	IL1R1_HUMAN	IL1 receptor	CPI-CS0DEBE7B69	0.018	0.006	0.053	0.006	0.023	0.034	0.017	0.03	0.015	0.002	0.0	0.017
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1 receptor	CPI-CS06072FF4E	0.018	0.006	0.053	0.006	0.023	0.034	0.017	0.03	0.015	0.002	0.0	0.017
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1 receptor	CPI-CS05426BFFA	0.018	0.006	0.053	0.006	0.023	0.034	0.017	0.03	0.015	0.002	0.0	0.017
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1 receptor	CPI-CS0DEBE7B69	0.018	0.006	0.053	0.006	0.023	0.034	0.017	0.03	0.015	0.002	0.0	0.017
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1 receptor inhibitor	CPI-CS0AC5142FA	0.0	0.0	0.105	0.006	0.012	0.017	0.003	0.023	0.019	0.002	0.0	0.009
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1 receptor inhibitor	CPI-CS008C9D6E5	0.0	0.0	0.105	0.006	0.012	0.017	0.003	0.023	0.019	0.002	0.0	0.009
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1 receptor inhibitor	CPI-CS085E95BC1	0.0	0.0	0.105	0.006	0.012	0.017	0.003	0.023	0.019	0.002	0.0	0.009
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL33 receptor	CPI-CS0C59AF029	0.0	0.025	0.013	0.0	0.006	0.0	0.013	0.026	0.012	0.002	0.0	0.004
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL36 receptor	CPI-CS0D9B5AB86	0.006	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL36 receptor	CPI-CS04BB8F1EC	0.006	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL1R2	P27930	True	IL1R2_HUMAN	IL1 receptor inhibitor	CPI-CS0AC5142FA	0.0	0.0	0.105	0.006	0.012	0.017	0.003	0.023	0.019	0.002	0.0	0.009
IL1R2	P27930	True	IL1R2_HUMAN	IL1 receptor inhibitor	CPI-CS008C9D6E5	0.0	0.0	0.105	0.006	0.012	0.017	0.003	0.023	0.019	0.002	0.0	0.009
IL1R2	P27930	True	IL1R2_HUMAN	IL1 receptor inhibitor	CPI-CS085E95BC1	0.0	0.0	0.105	0.006	0.012	0.017	0.003	0.023	0.019	0.002	0.0	0.009
IL10RA	Q13651	True	I10R1_HUMAN	IL10 receptor	CPI-CS04CBDE052	0.035	0.006	0.0	0.009	0.0	0.009	0.0	0.008	0.006	0.0	0.007	0.009
IL10RB	Q08334	True	I10R2_HUMAN	IL10 receptor	CPI-CS04CBDE052	0.035	0.006	0.0	0.009	0.0	0.009	0.0	0.008	0.006	0.0	0.007	0.009
IL11RA	Q14626	True	I11RA_HUMAN	IL11 receptor	CPI-CS0DDFD82E7	0.088	0.167	0.066	0.009	0.006	0.078	0.0	0.049	0.066	0.037	0.042	0.068
IL6ST	P40189	True	IL6RB_HUMAN	IL11 receptor	CPI-CS0DDFD82E7	0.088	0.167	0.066	0.009	0.006	0.078	0.0	0.049	0.066	0.037	0.042	0.068
IL6ST	P40189	True	IL6RB_HUMAN	IL6 receptor	CPI-CS063AE1C91	0.082	0.056	0.053	0.045	0.058	0.138	0.04	0.091	0.06	0.002	0.007	0.026
IL6ST	P40189	True	IL6RB_HUMAN	LIFR	CPI-CS07B61574B	0.088	0.241	0.237	0.0	0.006	0.052	0.003	0.023	0.035	0.031	0.007	0.043
IL12A	P29459	True	IL12A_HUMAN	IL12	CPI-CC0041E1D30	0.0	0.0	0.0	0.0	0.0	0.009	0.003	0.004	0.002	0.0	0.0	0.0
IL12A	P29459	True	IL12A_HUMAN	IL35	CPI-CC0C3ECBD1F	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.004	0.0	0.0	0.0	0.0
IL12B	P29460	True	IL12B_HUMAN	IL12	CPI-CC0041E1D30	0.0	0.0	0.0	0.0	0.0	0.009	0.003	0.004	0.002	0.0	0.0	0.0
IL12B	P29460	True	IL12B_HUMAN	IL23	CPI-CC051643E98	0.0	0.006	0.0	0.0	0.006	0.009	0.003	0.019	0.004	0.0	0.0	0.0
IL17A	Q16552	True	IL17_HUMAN	IL17 AF	CPI-CC0B39F327D	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.002	0.0	0.0	0.0
IL17F	Q96PD4	True	IL17F_HUMAN	IL17 AF	CPI-CC0B39F327D	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.002	0.0	0.0	0.0
IL17RA	Q96F46	True	I17RA_HUMAN	IL17 receptor AC	CPI-CS04F158618	0.153	0.111	0.145	0.018	0.023	0.155	0.02	0.106	0.095	0.066	0.062	0.081
IL17RA	Q96F46	True	I17RA_HUMAN	IL17 receptor AC	CPI-CS0558AB6A5	0.153	0.111	0.145	0.018	0.023	0.155	0.02	0.106	0.095	0.066	0.062	0.081
IL17RA	Q96F46	True	I17RA_HUMAN	IL17 receptor AE	CPI-CS0BA342294	0.124	0.093	0.092	0.03	0.029	0.276	0.013	0.064	0.129	0.068	0.062	0.081
IL17RC	Q8NAC3	True	I17RC_HUMAN	IL17 receptor AC	CPI-CS04F158618	0.153	0.111	0.145	0.018	0.023	0.155	0.02	0.106	0.095	0.066	0.062	0.081
IL17RC	Q8NAC3	True	I17RC_HUMAN	IL17 receptor AC	CPI-CS0558AB6A5	0.153	0.111	0.145	0.018	0.023	0.155	0.02	0.106	0.095	0.066	0.062	0.081
IL17RE	Q8NFR9	True	I17RE_HUMAN	IL17 receptor AE	CPI-CS0BA342294	0.124	0.093	0.092	0.03	0.029	0.276	0.013	0.064	0.129	0.068	0.062	0.081
IL18	Q14116	True	IL18_HUMAN	IL18 receptor	CPI-CS09831CCFD	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0
IL18R1	Q13478	True	IL18R_HUMAN	IL18 receptor	CPI-CS09831CCFD	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0
IL18R1	Q13478	True	IL18R_HUMAN	IL37 receptor	CPI-CS040DDEBFB	0.012	0.0	0.013	0.0	0.035	0.0	0.007	0.03	0.008	0.015	0.007	0.013
IL18RAP	O95256	True	I18RA_HUMAN	IL18 receptor	CPI-CS09831CCFD	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0
IL20RA	Q9UHF4	True	I20RA_HUMAN	IL20 receptor Type I	CPI-CS0553FFC41	0.0	0.0	0.0	0.003	0.0	0.026	0.003	0.004	0.0	0.002	0.0	0.0
IL20RA	Q9UHF4	True	I20RA_HUMAN	IL20 receptor Type I	CPI-CS0AB365861	0.0	0.0	0.0	0.003	0.0	0.026	0.003	0.004	0.0	0.002	0.0	0.0
IL20RA	Q9UHF4	True	I20RA_HUMAN	IL20 receptor Type I	CPI-CS0645666B0	0.0	0.0	0.0	0.003	0.0	0.026	0.003	0.004	0.0	0.002	0.0	0.0
IL20RB	Q6UXL0	True	I20RB_HUMAN	IL20 receptor Type I	CPI-CS0553FFC41	0.0	0.0	0.0	0.003	0.0	0.026	0.003	0.004	0.0	0.002	0.0	0.0
IL20RB	Q6UXL0	True	I20RB_HUMAN	IL20 receptor Type I	CPI-CS0AB365861	0.0	0.0	0.0	0.003	0.0	0.026	0.003	0.004	0.0	0.002	0.0	0.0
IL20RB	Q6UXL0	True	I20RB_HUMAN	IL20 receptor Type I	CPI-CS0645666B0	0.0	0.0	0.0	0.003	0.0	0.026	0.003	0.004	0.0	0.002	0.0	0.0
IL20RB	Q6UXL0	True	I20RB_HUMAN	IL20 receptor Type II	CPI-CS0CF47221A	0.0	0.0	0.0	0.003	0.0	0.026	0.003	0.004	0.0	0.002	0.0	0.0
IL20RB	Q6UXL0	True	I20RB_HUMAN	IL20 receptor Type II	CPI-CS0E8ADC968	0.0	0.0	0.0	0.003	0.0	0.026	0.003	0.004	0.0	0.002	0.0	0.0
IL22RA1	Q8N6P7	True	I22R1_HUMAN	IL20 receptor Type II	CPI-CS0CF47221A	0.0	0.0	0.0	0.003	0.0	0.026	0.003	0.004	0.0	0.002	0.0	0.0
IL22RA1	Q8N6P7	True	I22R1_HUMAN	IL20 receptor Type II	CPI-CS0E8ADC968	0.0	0.0	0.0	0.003	0.0	0.026	0.003	0.004	0.0	0.002	0.0	0.0
IL23A	Q9NPF7	True	IL23A_HUMAN	IL23	CPI-CC051643E98	0.0	0.006	0.0	0.0	0.006	0.009	0.003	0.019	0.004	0.0	0.0	0.0
IL1RL1	Q01638	True	ILRL1_HUMAN	IL33 receptor	CPI-CS0C59AF029	0.0	0.025	0.013	0.0	0.006	0.0	0.013	0.026	0.012	0.002	0.0	0.004
EBI3	Q14213	True	IL27B_HUMAN	IL35	CPI-CC0C3ECBD1F	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.004	0.0	0.0	0.0	0.0
IL1RL2	Q9HB29	True	ILRL2_HUMAN	IL36 receptor	CPI-CS0D9B5AB86	0.006	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL1RL2	Q9HB29	True	ILRL2_HUMAN	IL36 receptor	CPI-CS04BB8F1EC	0.006	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SIGIRR	Q6IA17	True	SIGIR_HUMAN	IL37 receptor	CPI-CS040DDEBFB	0.012	0.0	0.013	0.0	0.035	0.0	0.007	0.03	0.008	0.015	0.007	0.013
IL6R	P08887	True	IL6RA_HUMAN	IL6 receptor	CPI-CS063AE1C91	0.082	0.056	0.053	0.045	0.058	0.138	0.04	0.091	0.06	0.002	0.007	0.026
LIFR	P42702	True	LIFR_HUMAN	LIFR	CPI-CS07B61574B	0.088	0.241	0.237	0.0	0.006	0.052	0.003	0.023	0.035	0.031	0.007	0.043
PDGFRA	P16234	True	PGFRA_HUMAN	PDGFR complex	CPI-CS0BAF97962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDGFRB	P09619	True	PGFRB_HUMAN	PDGFR complex	CPI-CS0BAF97962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PLXNA1	Q9UIW2	True	PLXA1_HUMAN	PlexinA1_complex1	CPI-CS0C57A3081	0.012	0.006	0.026	0.009	0.0	0.017	0.013	0.0	0.01	0.0	0.0	0.0
PLXNA1	Q9UIW2	True	PLXA1_HUMAN	PlexinA1_complex3	CPI-CS0E5D1ECCE	0.012	0.031	0.039	0.003	0.029	0.06	0.007	0.053	0.05	0.026	0.0	0.064
NRP1	O14786	True	NRP1_HUMAN	PlexinA1_complex3	CPI-CS0E5D1ECCE	0.012	0.031	0.039	0.003	0.029	0.06	0.007	0.053	0.05	0.026	0.0	0.064
NRP1	O14786	True	NRP1_HUMAN	PlexinA2_complex1	CPI-CS0D238C22B	0.012	0.031	0.039	0.003	0.029	0.06	0.007	0.053	0.05	0.026	0.0	0.064
NRP1	O14786	True	NRP1_HUMAN	PlexinA4_complex1	CPI-CS0AB19226A	0.006	0.0	0.013	0.003	0.006	0.0	0.007	0.008	0.0	0.002	0.0	0.0
PLXNA2	O75051	True	PLXA2_HUMAN	PlexinA2_complex1	CPI-CS0D238C22B	0.012	0.031	0.039	0.003	0.029	0.06	0.007	0.053	0.05	0.026	0.0	0.064
PLXNA4	Q9HCM2	True	PLXA4_HUMAN	PlexinA4_complex1	CPI-CS0AB19226A	0.006	0.0	0.013	0.003	0.006	0.0	0.007	0.008	0.0	0.002	0.0	0.0
ITGA2B	P08514	True	ITA2B_HUMAN	a2Bb3 complex	CPI-CC0D5F9D20F	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ITGB3	P05106	True	ITB3_HUMAN	a2Bb3 complex	CPI-CC0D5F9D20F	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ITGB2	P05107	True	ITB2_HUMAN	aMb2 complex	CPI-CC08A4A83F1	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.008	0.002	0.0	0.0	0.0
ITGB2	P05107	True	ITB2_HUMAN	aXb2 complex	CPI-CC0F3691D07	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.004	0.0	0.004	0.0	0.0
ITGAM	P11215	True	ITAM_HUMAN	aMb2 complex	CPI-CC08A4A83F1	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.008	0.002	0.0	0.0	0.0
ITGAX	P20702	True	ITAX_HUMAN	aXb2 complex	CPI-CC0F3691D07	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.004	0.0	0.004	0.0	0.0
HLA-DPA1	HLADPA1	False	HLADPA1		CPI-SS028784FC6	0.006	0.006	0.013	0.003	0.006	0.0	0.007	0.008	0.0	0.007	0.0	0.0
PVR	P15151	False	PVR_HUMAN		CPI-SS00A8596B5	1.006	1.852	1.684	0.211	0.345	0.638	0.12	0.891	1.247	0.917	0.979	0.427
HLA-DPA1	HLADPA1	False	HLADPA1		CPI-SS072B19293	0.006	0.006	0.013	0.003	0.006	0.0	0.007	0.008	0.0	0.007	0.0	0.0
GALR2	O43603	False	GALR2_HUMAN		CPI-SS0F8ABC300	0.012	0.006	0.0	0.0	0.0	0.009	0.003	0.004	0.006	0.002	0.007	0.03
PVR	P15151	False	PVR_HUMAN		CPI-SS0B84DAE3D	1.006	1.852	1.684	0.211	0.345	0.638	0.12	0.891	1.247	0.917	0.979	0.427
PVR	P15151	False	PVR_HUMAN		CPI-SS0A8627ED6	1.006	1.852	1.684	0.211	0.345	0.638	0.12	0.891	1.247	0.917	0.979	0.427
PVR	P15151	False	PVR_HUMAN		CPI-SS00561BBD7	1.006	1.852	1.684	0.211	0.345	0.638	0.12	0.891	1.247	0.917	0.979	0.427
CADM3	Q8N126	False	CADM3_HUMAN		CPI-SS09C06644C	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CADM1	Q9BY67	False	CADM1_HUMAN		CPI-SS0889E281D	0.229	0.136	0.053	0.003	0.012	0.069	0.013	0.057	0.118	0.031	0.194	0.06
CRTAM	O95727	False	CRTAM_HUMAN		CPI-SS0C9696AAA	0.012	0.037	0.092	0.015	0.012	0.017	0.017	0.034	0.029	0.002	0.0	0.0
CADM3	Q8N126	False	CADM3_HUMAN		CPI-SS02D18D12B	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CADM3	Q8N126	False	CADM3_HUMAN		CPI-SS0B3829651	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL6A6	A6NMZ7	False	CO6A6_HUMAN		CPI-SC01C699B73	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.004	0.002	0.014	0.009
COL6A5	A8TX70	False	CO6A5_HUMAN		CPI-SC00A0B0892	0.006	0.0	0.0	0.003	0.018	0.0	0.01	0.0	0.0	0.004	0.007	0.0
COL1A1	P02452	False	CO1A1_HUMAN		CPI-SC07ECBFCA7	0.059	0.056	0.092	0.009	0.076	0.052	0.094	0.109	0.008	0.002	0.0	0.026
COL2A1	P02458	False	CO2A1_HUMAN		CPI-SC0DA298BEC	0.006	0.025	0.013	0.003	0.0	0.009	0.013	0.03	0.372	0.485	0.0	0.004
COL3A1	P02461	False	CO3A1_HUMAN		CPI-SC067433F6B	0.0	0.0	0.0	0.0	0.006	0.009	0.01	0.0	0.004	0.002	0.0	0.004
COL4A1	P02462	False	CO4A1_HUMAN		CPI-SC0B6F1A278	0.0	0.0	0.0	0.003	0.012	0.009	0.007	0.019	0.008	0.002	0.0	0.004
FN1	P02751	False	FINC_HUMAN		CPI-SC0D19BAF15	0.0	0.006	0.0	0.009	0.006	0.0	0.0	0.004	0.002	0.006	0.0	0.0
COL5A2	P05997	False	CO5A2_HUMAN		CPI-SC0F516B854	0.465	0.012	0.013	0.015	0.006	0.138	0.01	0.015	0.012	0.007	0.007	0.218
COL1A2	P08123	False	CO1A2_HUMAN		CPI-SC011F01833	0.0	0.0	0.013	0.012	0.006	0.0	0.017	0.0	0.0	0.002	0.0	0.009
COL4A2	P08572	False	CO4A2_HUMAN		CPI-SC0FA79E269	0.088	0.049	0.118	0.024	0.076	0.112	0.013	0.249	0.029	0.066	0.021	0.026
COL11A1	P12107	False	COBA1_HUMAN		CPI-SC04936738A	0.0	0.0	0.013	0.012	0.012	0.0	0.0	0.011	0.002	0.0	0.0	0.0
COL6A1	P12109	False	CO6A1_HUMAN		CPI-SC02B111AB0	0.171	0.457	0.5	0.054	0.503	0.112	0.174	0.053	0.033	0.063	0.014	0.009
COL6A2	P12110	False	CO6A2_HUMAN		CPI-SC0CE851065	0.0	0.006	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL6A3	P12111	False	CO6A3_HUMAN		CPI-SC07375C073	0.0	0.0	0.0	0.009	0.0	0.0	0.007	0.0	0.002	0.0	0.0	0.0
COL11A2	P13942	False	COBA2_HUMAN		CPI-SC0D6C777F2	0.012	0.006	0.0	0.0	0.006	0.0	0.0	0.015	0.006	0.002	0.007	0.004
COL9A1	P20849	False	CO9A1_HUMAN		CPI-SC0F74C069F	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0
COL5A1	P20908	False	CO5A1_HUMAN		CPI-SC041DEF0FB	0.0	0.019	0.039	0.0	0.006	0.0	0.017	0.0	0.008	0.004	0.0	0.004
COL5A3	P25940	False	CO5A3_HUMAN		CPI-SC08B1D5269	0.006	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.004	0.0	0.0
COL8A1	P27658	False	CO8A1_HUMAN		CPI-SC0F8101D41	0.0	0.0	0.0	0.0	0.006	0.009	0.003	0.0	0.0	0.0	0.0	0.0
COL15A1	P39059	False	COFA1_HUMAN		CPI-SC08E75294D	0.0	0.012	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0
COL18A1	P39060	False	COIA1_HUMAN		CPI-SC0017F527E	0.741	0.364	1.382	0.012	0.053	0.034	0.007	0.208	0.046	0.085	0.042	0.051
COL4A4	P53420	False	CO4A4_HUMAN		CPI-SC00C0800EB	0.006	0.043	0.0	0.006	0.006	0.017	0.01	0.0	0.0	0.004	0.0	0.0
COL4A3	Q01955	False	CO4A3_HUMAN		CPI-SC0A3F146C2	0.0	0.006	0.0	0.006	0.0	0.0	0.007	0.004	0.002	0.0	0.0	0.0
COL7A1	Q02388	False	CO7A1_HUMAN		CPI-SC008F4294F	0.029	0.019	0.039	0.006	0.006	0.009	0.023	0.121	0.004	0.002	0.014	0.009
COL10A1	Q03692	False	COAA1_HUMAN		CPI-SC0A199B69E	0.006	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0
COL14A1	Q05707	False	COEA1_HUMAN		CPI-SC015980AEB	0.0	0.086	0.0	0.003	0.006	0.0	0.013	0.026	0.017	0.002	0.062	0.017
COL16A1	Q07092	False	COGA1_HUMAN		CPI-SC0F94B2CF9	0.1	0.198	0.184	0.015	0.029	0.595	0.06	0.211	0.129	0.225	0.153	0.547
COL9A3	Q14050	False	CO9A3_HUMAN		CPI-SC0517A327B	0.035	0.043	0.158	0.006	0.0	0.026	0.003	0.011	0.002	0.037	0.014	0.009
COL9A2	Q14055	False	CO9A2_HUMAN		CPI-SC067EE23E1	0.082	0.154	0.026	0.012	0.023	0.069	0.027	0.087	0.079	0.054	0.014	0.047
COL19A1	Q14993	False	COJA1_HUMAN		CPI-SC09DFB2ACA	0.0	0.006	0.0	0.006	0.0	0.0	0.013	0.015	0.004	0.004	0.0	0.0
COL24A1	Q17RW2	False	COOA1_HUMAN		CPI-SC090311934	0.0	0.006	0.0	0.0	0.0	0.009	0.02	0.0	0.006	0.0	0.0	0.0
COL28A1	Q2UY09	False	COSA1_HUMAN		CPI-SC05D8C0EF5	0.0	0.012	0.0	0.0	0.0	0.009	0.01	0.011	0.006	0.006	0.0	0.0
